index,MishearID,Src,Tgt,Src_romaji,Tgt_romaji,romaji_edit_distance,in_word_vector_vocab,similarity
136,komachi367676_020,コロナ,コーラ,korona,koora,0.36363636363636365,True,0.09624627
137,komachi367676_021,si,shi,si,shi,0.4,True,0.3359666
138,komachi367676_022,画像,課長,gazou,kachou,0.5454545454545454,True,0.044984788
142,komachi367676_029,畳,熱海,tatami,atami,0.18181818181818182,True,0.1643564
143,komachi367676_030,コロナ,コナ,korona,kona,0.4,True,0.051588994
144,bell_aid_fb_001,パーク,ダーク,paaku,daaku,0.2,True,0.1555842
147,sakamotojidousha_7952_002,渋谷,板橋,shibuya,itabashi,0.9333333333333333,True,0.47940287
150,sakamotojidousha_7952_005,大田,江戸川,oota,edogawa,0.9090909090909091,True,0.49717408
152,sakamotojidousha_7952_007,港,目黒,minato,meguro,0.6666666666666666,True,0.3546731
153,sakamotojidousha_7952_008,北,港,kita,minato,0.8,True,0.40427366
154,sakamotojidousha_7952_009,板橋,飯田橋,itabashi,iidabashi,0.23529411764705882,True,0.58438766
155,sakamotojidousha_7952_010,千束,洗足,senzoku,sensoku,0.14285714285714285,True,0.208905
158,sakamotojidousha_7952_013,富士見,富士見台,fujimi,fujimidai,0.4,True,0.5488494
158,sakamotojidousha_7952_013,千代田,練馬,chiyoda,nerima,0.9230769230769231,True,0.5497926
159,sakamotojidousha_7952_014,板橋,豊島,itabashi,toyoshima,0.7058823529411765,True,0.56284136
161,sakamotojidousha_7952_016,板橋,渋谷,itabashi,shibuya,0.9333333333333333,True,0.47940287
163,sakamotojidousha_7952_018,練馬,北,nerima,kita,0.8,True,0.33378318
165,sakamotojidousha_7952_020,北,練馬,kita,nerima,0.8,True,0.33378318
166,sakamotojidousha_7952_021,江戸川,大田,edogawa,oota,0.9090909090909091,True,0.49717408
167,sakamotojidousha_7952_022,江戸川,中野,edogawa,nakano,0.9230769230769231,True,0.43502742
169,sakamotojidousha_7952_024,中野,江戸川,nakano,edogawa,0.9230769230769231,True,0.43502742
170,sakamotojidousha_7952_025,目黒,港,meguro,minato,0.6666666666666666,True,0.3546731
171,sakamotojidousha_7952_026,豊島,板橋,toyoshima,itabashi,0.7058823529411765,True,0.56284136
172,insta_C5iPEupqIvK_001,JCB,JTB,JCB,JTB,0.3333333333333333,True,0.45598254
173,insta_C5iPEupqIvK_002,JTB,JCB,JTB,JCB,0.3333333333333333,True,0.45598254
174,hinomaru_119_001,荻窪,大久保,ogikubo,ookubo,0.3076923076923077,True,0.40646046
177,kyoto55taxi_4284_002,二条,四条,nijou,shijou,0.36363636363636365,True,0.6582139
179,kyoto55taxi_4284_004,西大谷,東大谷,nishiootani,toudaitani,0.6666666666666666,True,0.3539907
181,kyoto55taxi_4284_008,香芝,加島,kashiba,kashima,0.14285714285714285,True,0.28656483
181,kyoto55taxi_4284_008,ば,ま,ba,ma,0.5,True,0.36523545
181,kyoto55taxi_4284_008,奈良県,大阪市,naraken,oosakashi,0.875,True,0.5610044
182,kyoto55taxi_4284_009,南丹,奈良県,nantan,naraken,0.6153846153846154,True,0.5720979
182,kyoto55taxi_4284_009,八木,ヤギ,yagi,yagi,0.0,True,0.14219911
183,aoi_kotsu_voice_231_001,飯田橋,板橋,iidabashi,itabashi,0.23529411764705882,True,0.58438766
184,aoi_kotsu_voice_231_002,五反田,五反野,gotanda,gotanno,0.2857142857142857,True,0.48894495
185,merkmal_biz_8557_001,ナガノ,中野,nagano,nakano,0.16666666666666666,True,0.25951862
188,ojukenmaster_1801431233605603614_001,ハトガヤ,ハタガヤ,hatogaya,hatagaya,0.125,True,0.16513808
188,ojukenmaster_1801431233605603614_001,鳩ヶ谷,幡ヶ谷,hatoketani,hatagaya,0.6666666666666666,True,0.40433994
189,ojukenmaster_1801431233605603614_002,ハタガヤ,ハトガヤ,hatagaya,hatogaya,0.125,True,0.16513808
189,ojukenmaster_1801431233605603614_002,幡ヶ谷,鳩ヶ谷,hatagaya,hatoketani,0.6666666666666666,True,0.40433994
191,aikaneko_20100204_002,タクシー,たかし,takushii,takashi,0.26666666666666666,True,0.1147964
193,sponichi_20250429s00041000358000c_001,ショートケーキ,消毒液,shootokeeki,shoudokueki,0.2727272727272727,True,0.10798206
194,sponichi_20250429s00041000358000c_002,鰻,フナキ,unagi,funaki,0.36363636363636365,True,0.10652971
196,sponichi_20250429s00041000358000c_004,鰻,普段着,unagi,fudangi,0.5,True,0.11376229
197,tiktok_taxi_china_001,上海,山海,shanhai,sankai,0.3076923076923077,True,0.27162516
198,tiktok_taxi_china_002,東路,西路,azumaji,nishimichi,0.9411764705882353,True,0.6518566
199,tiktok_taxi_china_003,空港,市場,kuukou,shijou,0.6666666666666666,True,0.19719648
200,hiroba_dqx_867125351656_001,背泳,肺炎,haiei,haien,0.2,True,0.13692398
201,moneypost_1057961_001,日比谷,渋谷,hibiya,shibuya,0.3076923076923077,True,0.5621949
204,moneypost_1057961_004,千川,仙川,senkawa,senkawa,0.0,True,0.5414738
204,moneypost_1057961_004,豊島区,調布市,toyoshimaku,choufushi,0.9,True,0.6841734
205,moneypost_1057961_005,日赤,日石,nisseki,nisseki,0.0,True,0.1174965
207,gakumado_mynavi_13626_001,蒲田,田端,kamata,tabata,0.3333333333333333,True,0.4898204
210,tfm_skyrocket_20200915_001,町田,町家,machida,chouka,0.7692307692307693,True,0.18479882
211,tfm_skyrocket_20200915_002,町田,松戸,machida,matsudo,0.5714285714285714,True,0.51339203
212,tfm_skyrocket_20200915_003,渋谷,入谷,shibuya,iriya,0.6666666666666666,True,0.3913025
218,komachi816730_002,大英,ダイエー,daiei,daiee,0.2,True,0.15557176
223,komachi816730_007,波浪,ハロー,harou,haroo,0.2,True,0.017029282
234,komachi816730_018,帰省中,寄生虫,kiseichuu,kiseichuu,0.0,True,0.15448232
239,komachi816730_023,進研,真剣,shinken,shinken,0.0,True,0.16142899
242,komachi816730_026,ジャーマン,縄文,jaaman,joumon,0.5,True,0.11153167
244,komachi816730_028,駐車,注射,chuusha,chuusha,0.0,True,0.10977187
245,komachi816730_029,白馬,パンダ,hakuba,panda,0.7272727272727273,True,0.17671354
246,komachi816730_030,一過,一家,ikka,ikka,0.0,True,0.16454196
251,komachi816730_035,地の利,血糊,chinori,chinori,0.0,True,0.08712703
257,komachi816730_041,観劇,感激,kangeki,kangeki,0.0,True,0.266735
260,komachi816730_044,還付金,パンプキン,kanpukin,panpukin,0.125,True,0.035323966
261,komachi816730_045,不通,普通,futsuu,futsuu,0.0,True,0.14385091
263,komachi816730_047,安芸津,秋津,akitsu,akitsu,0.0,True,0.24881248
266,komachi816730_050,宣誓,先生,sensei,sensei,0.0,True,0.20041327
270,komachi816730_054,鎌倉,キャバクラ,kamakura,kyabakura,0.23529411764705882,True,0.110303774
272,posfie_OOEDO4_002,港湾,公安,kouwan,kouan,0.18181818181818182,True,0.2831044
272,posfie_OOEDO4_002,わん,あん,wan,an,0.4,True,0.2828423
274,posfie_OOEDO4_004,マインズ,舞鶴,mainzu,maizuru,0.46153846153846156,True,0.21475495
275,posfie_OOEDO4_005,県内,チェンマイ,kennai,chenmai,0.46153846153846156,True,0.22622812
286,posfie_OOEDO4_016,吉右衛門,ピチレモン,kichiemon,pichiremon,0.21052631578947367,True,0.094633505
288,posfie_OOEDO4_018,根室,目黒,nemuro,meguro,0.3333333333333333,True,0.25826862
289,posfie_OOEDO4_019,医師会,石狩,ishikai,ishikari,0.13333333333333333,True,0.09425236
293,posfie_OOEDO4_023,河合,可愛い,kawai,kawai,0.0,True,0.12202915
294,posfie_OOEDO4_024,歯科医師,仕返し,shikaishi,shikaeshi,0.1111111111111111,True,0.043279782
295,posfie_OOEDO4_025,入湯,乳頭,nyuutou,nyuutou,0.0,True,0.2223496
301,posfie_OOEDO4_031,注目,中国産,chuumoku,chuugokusan,0.42105263157894735,True,0.10151946
301,posfie_OOEDO4_031,的,綿,teki,men,0.8571428571428571,True,0.11837277
303,posfie_OOEDO4_033,作家,サッカー,sakka,sakkaa,0.18181818181818182,True,0.14658305
312,posfie_OOEDO4_042,ジャスコ,女子校,jasuko,joshikou,0.5714285714285714,True,0.10184789
314,posfie_OOEDO4_044,宇宙,物流,uchuu,butsuryuu,0.8571428571428571,True,0.21269146
316,posfie_OOEDO4_046,ゴディバ,ゴリラ,godiba,gorira,0.3333333333333333,True,0.09369124
317,posfie_OOEDO4_047,英子,A子,eiko,Ako,0.5714285714285714,True,0.3322769
322,posfie_OOEDO4_052,駅,遺棄,eki,iki,0.3333333333333333,True,0.10825092
323,posfie_OOEDO4_053,スポニチ,スポンジ,suponichi,suponji,0.375,True,0.013110311
324,posfie_OOEDO4_054,レイコ,礼子,reiko,reiko,0.0,True,0.44566357
325,girlschannel_3698171_001,傘,母さん,kasa,kaasan,0.4,True,0.14314201
328,girlschannel_3698171_004,認識,妊娠,ninshiki,ninshin,0.26666666666666666,True,0.13179582
331,girlschannel_3698171_009,むす,ムース,musu,muusu,0.2222222222222222,True,0.106651895
332,girlschannel_3698171_010,アリコ,兄貴,ariko,aniki,0.4,True,0.01066956
333,girlschannel_3698171_011,大事,大腸,daiji,daichou,0.6666666666666666,True,0.12646684
335,girlschannel_3698171_013,包装,放送,housou,housou,0.0,True,0.059513785
337,girlschannel_3698171_015,詐欺,猿,sagi,saru,0.5,True,0.10348633
343,girlschannel_3698171_021,ブレザー,ブラジャー,burezaa,burajaa,0.2857142857142857,True,0.3047146
349,togetter_193527_005,白河,平河,shirakawa,hirakawa,0.11764705882352941,True,0.22151136
351,togetter_193527_007,大倉山,大岡山,ookurayama,oookayama,0.3157894736842105,True,0.44499353
353,togetter_193527_009,プリン,ブリ,purin,buri,0.4444444444444444,True,0.01774814
354,togetter_193527_010,メット,熱湯,metto,nettou,0.36363636363636365,True,0.04991174
355,encount_372360_001,笠井,葛西,kasai,kasai,0.0,True,0.28831485
359,chiebukuro_10254043620_002,独身,毒身,dokushin,dokushin,0.0,True,0.37909514
360,chiebukuro_10254043620_003,運賃,うんち,unchin,unchi,0.18181818181818182,True,0.007331942
363,girlsch_1857296_003,ポイントカード,ポンタカード,pointokaado,pontakaado,0.19047619047619047,True,0.24908298
366,girlsch_1857296_006,サンライズ,三太夫,sanraizu,sandayuu,0.375,True,0.096119806
368,musashikosugi_blogshinobi_6217_001,新丸子,下丸子,shinmaruko,shimomaruko,0.19047619047619047,True,0.56997937
368,musashikosugi_blogshinobi_6217_001,しん,しも,shin,shimo,0.4444444444444444,True,0.19969614
372,optnakamura_20210304_003,広い,白い,hiroi,shiroi,0.18181818181818182,True,0.1905199
373,optnakamura_20210304_004,笑う,洗う,warau,arau,0.2222222222222222,True,0.19035873
374,optnakamura_20210304_005,石,西,ishi,nishi,0.2222222222222222,True,0.20099196
375,optnakamura_20210304_006,魚,高菜,sakana,takana,0.16666666666666666,True,0.3163896
376,optnakamura_20210304_007,寿司,牛,sushi,ushi,0.2222222222222222,True,0.36097848
377,optnakamura_20210304_008,ポスト,ポット,posuto,potto,0.36363636363636365,True,0.1536615
398,smith_2025_001,books,box,books,box,0.75,True,0.09357533
399,sec_english_18239118_001,rice,lice,rice,lice,0.25,True,0.38031015
401,nav_pilotage_2010_001,seven,zero,seven,zero,0.8888888888888888,True,0.21614626
406,calltips_listening_001,佐村,田村,samura,tamura,0.16666666666666666,True,0.29669273
407,calltips_listening_002,サシスセソ,タチツテト,sashisuseso,tachitsuteto,0.43478260869565216,True,0.35661164
408,calltips_listening_003,いち,はち,ichi,hachi,0.4444444444444444,True,0.2806469
413,kamihiko_20240302_001,鼻,はら,hana,hara,0.25,True,0.14815709
417,presencewelfare_20211119_001,記者,汽車,kisha,kisha,0.0,True,0.19091095
419,atelierchitose_comicessay_001,ヘンリック,全日空,henrikku,zennikkuu,0.35294117647058826,True,0.110568374
425,udiscover_misquoted_001,douche,deuce,douche,deuce,0.36363636363636365,True,0.2328292
429,udiscover_misquoted_005,boobs,boots,boobs,boots,0.2,True,0.31966043
440,tvtokyo_1764513_001,都民,冨田,tomin,tomita,0.36363636363636365,True,0.0881186
441,tvtokyo_1764513_002,富士,藤井,fuji,fujii,0.2222222222222222,True,0.2199078
441,tvtokyo_1764513_002,山,ちゃま,yama,chama,0.4444444444444444,True,0.1642222
447,tvtokyo_1764513_008,ミムラス,三村,mimurasu,mimura,0.2857142857142857,True,0.11694382
448,tvtokyo_1764513_009,雄叫び,大竹,otakebibi,ootake,0.6666666666666666,True,0.17058302
455,insta_DEH_DZJSQis_001,hot,hut,hot,hut,0.3333333333333333,True,0.08631839
459,threads_C84O0_002,よう,よっ,you,yotsu,0.5,True,0.15070438
462,yukawa_story24_001,浄水器,浄化槽,jousuiki,joukasou,0.625,True,0.41326416
463,tiktok_7330125348794895618_001,居酒屋,煮魚,izakaya,nizakana,0.26666666666666666,True,0.45930856
467,ishinoda_1289_001,神津島,小豆島,kouzushima,shouzushima,0.19047619047619047,True,0.45449468
470,syokurakuweb_25959_2_001,じゃあ,ざる,jaa,zaru,0.8571428571428571,True,0.3298695
475,komachi_212663_001,スワ,スガ,suwa,suga,0.25,True,0.20560616
476,komachi_212663_002,スワ,ツワ,suwa,tsuwa,0.2222222222222222,True,0.11534019
477,komachi_212663_003,スワ,スワン,suwa,suwan,0.2222222222222222,True,0.05905818
478,komachi_212663_005,スガ,スワ,suga,suwa,0.25,True,0.20560616
480,komachi_212663_007,フマ,クマ,fuma,kuma,0.25,True,0.14831604
481,komachi_212663_008,コサカ,オサカ,kosaka,osaka,0.18181818181818182,True,0.21322808
482,komachi_212663_009,コサカ,ホサカ,kosaka,hosaka,0.16666666666666666,True,0.12775013
483,komachi_212663_010,コサカ,オオサカ,kosaka,oosaka,0.16666666666666666,True,0.18240154
485,komachi_212663_012,小松,小町,komatsu,komachi,0.42857142857142855,True,0.29454562
486,komachi_212663_013,エンドウ,ゲンドウ,endou,gendou,0.18181818181818182,True,0.02567964
488,komachi_212663_015,敦子,あきこ,atsuko,akiko,0.5454545454545454,True,0.46614942
489,gtoyota_shop15_22386_001,へ,え,he,e,0.6666666666666666,True,0.15264924
490,seishian_bijutsu3_001,誠之,選手,shigeyuki,senshu,0.9333333333333333,True,0.16583072
491,kaigoalsok_11349_001,紅葉,工場,kouyou,koujou,0.16666666666666666,True,0.08650335
493,matangi_yoga_life_access_001,今町,伊庭町,imamachi,ibamachi,0.125,True,0.3992092
500,syunkon_12835221992_008,め,飴,me,ame,0.4,True,0.17867471
506,taxidriver_12777586_001,千里山,千里丘,senriyama,senrioka,0.35294117647058826,True,0.583458
508,tenshokudou_11188_002,霞ケ関,霞ヶ関,kasumigaseki,kasumigaseki,0.0,True,0.572997
509,tenshokudou_11188_003,霞ヶ関,霞ヶ浦,kasumigaseki,kasumikeura,0.5217391304347826,True,0.3312674
510,tenshokudou_11188_004,三田,三鷹,mita,mitaka,0.4,True,0.40557906
511,tenshokudou_11188_005,田町,田無,tamachi,tanashi,0.2857142857142857,True,0.4085037
512,tenshokudou_11188_006,田町,町田,tamachi,machida,0.5714285714285714,True,0.38133213
514,tenshokudou_11188_008,下丸子,新丸子,shimomaruko,shinmaruko,0.19047619047619047,True,0.56997937
515,tenshokudou_11188_009,目白,めじろ台,mejiro,mejirodai,0.4,True,0.2963129
516,tenshokudou_11188_010,鷺宮,鷲宮,saginomiya,washimiya,0.5263157894736842,True,0.4642171
517,tenshokudou_11188_011,鷺ノ宮,鷺沼,saginomiya,saginuma,0.3333333333333333,True,0.51600784
518,tenshokudou_11188_012,八丁堀,八丁畷,hatchoubori,hatchounawate,0.5,True,0.37148193
519,tenshokudou_11188_013,二子玉川,二俣川,futagotamagawa,futamatagawa,0.3076923076923077,True,0.42624146
520,tenshokudou_11188_014,田奈,田無,tana,tanashi,0.5454545454545454,True,0.42178392
521,tenshokudou_11188_015,梶,蟹,kaji,kani,0.25,True,0.15484768
522,tenshokudou_11188_016,稲城,稲毛,inagi,inage,0.2,True,0.49573198
527,kagerikurihara_20040813_001,新村,新川,niimura,shinkawa,0.8,True,0.30252182
535,AcrugLVnrLE_003,田端,蒲田,tabata,kamata,0.3333333333333333,True,0.4898204
536,AcrugLVnrLE_004,入谷,日比谷,iriya,hibiya,0.36363636363636365,True,0.46569648
537,AcrugLVnrLE_005,芝,千葉,shiba,chiba,0.2,True,0.17716834
538,AcrugLVnrLE_006,芝,木場,shiba,kiba,0.4444444444444444,True,0.28538916
540,AcrugLVnrLE_010,幡ヶ谷,世田谷,hatagaya,setagaya,0.25,True,0.6165461
541,AcrugLVnrLE_011,町田,町屋,machida,machiya,0.14285714285714285,True,0.40402403
542,AcrugLVnrLE_012,八潮,八千代,yashio,yachiyo,0.3076923076923077,True,0.57559997
543,AcrugLVnrLE_013,江戸川橋,江戸橋,edogawahashi,edohashi,0.4,True,0.42812538
545,AcrugLVnrLE_015,鎌倉,たまプラーザ,kamakura,tamapuraaza,0.5263157894736842,True,0.2536617
546,AcrugLVnrLE_016,常盤平,常盤,tokiwadaira,tokiwa,0.5882352941176471,True,0.26539692
547,AcrugLVnrLE_017,田町,反町,tamachi,tanmachi,0.13333333333333333,True,0.24862374
548,AcrugLVnrLE_020,田無,田町,tanashi,tamachi,0.2857142857142857,True,0.4085037
549,AcrugLVnrLE_021,祖師ヶ谷,獅子ケ谷,soshigaya,shishiketani,0.6666666666666666,True,0.27700207
550,AcrugLVnrLE_022,獅子ケ谷,越谷,shishiketani,koshigaya,0.7619047619047619,True,0.22453116
552,AcrugLVnrLE_024,三角,参宮,sankaku,sanguu,0.46153846153846156,True,0.07753053
556,fntg55_access_j_001,理学部,医学部,rigakubu,igakubu,0.13333333333333333,True,0.6801315
557,fntg55_access_j_002,医学部,理学部,igakubu,rigakubu,0.13333333333333333,True,0.6801315
560,tadaimani_58907492_001,目黒,目白,meguro,mejiro,0.3333333333333333,True,0.50201887
562,17junana_20120208_001,目黒,北池袋,meguro,kitaikefukuro,0.9473684210526315,True,0.4401863
563,matsuyama_sb_akusesu_001,盲学校,聾学校,mougakkou,rougakkou,0.1111111111111111,True,0.7340404
563,matsuyama_sb_akusesu_001,もう,ろう,mou,rou,0.3333333333333333,True,0.13123436
564,loveleaf0622_001,中村,熱田,nakamura,atsuta,0.7142857142857143,True,0.35073486
566,masakitblog_20200910_002,タワー,タワーズ,tawaa,tawaazu,0.3333333333333333,True,0.62199485
568,twicomi_z47872234_001,新宿,新小岩,shinjuku,shinkoiwa,0.5882352941176471,True,0.5599599
569,twicomi_z47872234_002,池袋,板橋,ikebukuro,itabashi,0.8235294117647058,True,0.5602265
570,twicomi_z47872234_003,六本木,六町,roppongi,rokumachi,0.7058823529411765,True,0.39303207
572,seoulnavi_miru_932_001,ホン,トン,hon,ton,0.3333333333333333,True,0.11260799
572,seoulnavi_miru_932_001,弘大,東大,hirodai,toudai,0.6153846153846154,True,0.21075262
576,oshiete_2625074_004,東邦,富国,touhou,fukoku,0.6666666666666666,True,0.23809567
577,oshiete_2625074_005,浦和,浦賀,urawa,uraga,0.2,True,0.259898
578,oshiete_2625074_006,岩屋,岩田,iwaya,iwata,0.2,True,0.2621237
578,oshiete_2625074_006,や,た,ya,ta,0.5,True,0.5960653
579,oshiete_2625074_007,徳山,福山,tokuyama,fukuyama,0.25,True,0.42834732
580,oshiete_2625074_008,徳山,徳島,tokuyama,tokushima,0.35294117647058826,True,0.42660475
582,oshiete_2625074_010,古賀,古河,koga,koga,0.0,True,0.30983752
582,oshiete_2625074_010,福岡,茨城,fukuoka,ibaraki,0.8571428571428571,True,0.4498966
583,oshiete_2625074_011,根室,芽室,nemuro,memuro,0.16666666666666666,True,0.59463143
584,oshiete_2625074_012,市,町,shi,machi,0.75,True,0.6820993
584,oshiete_2625074_012,北海道,広島県,hokkaidou,hiroshimaken,0.9523809523809523,True,0.44803733
586,oshiete_2625074_014,岡山,和歌山,okayama,wakayama,0.26666666666666666,True,0.5978332
587,oshiete_2625074_015,山梨,山口,yamanashi,yamaguchi,0.3333333333333333,True,0.42107671
588,oshiete_2625074_016,八重洲,焼津,yaesu,yaizu,0.4,True,0.29642284
589,oshiete_2625074_017,しば,ちば,shiba,chiba,0.2,True,0.23434538
590,oshiete_2625074_018,須田,津田,suda,tsuda,0.2222222222222222,True,0.45238432
590,oshiete_2625074_018,す,つ,su,tsu,0.4,True,0.15900399
591,oshiete_2625074_019,光陽台,陽光台,kouyoudai,youkoudai,0.2222222222222222,True,0.35619834
592,oshiete_2625074_020,安房,阿波,awa,awa,0.0,True,0.38801074
593,oshiete_2625074_021,小山台,尾山台,koyamadai,oyamadai,0.11764705882352941,True,0.3771092
596,oshiete_2625074_024,谷原,谷和原,tanihara,yawahara,0.375,True,0.19702628
597,oshiete_2625074_025,茨城,茨木,ibaraki,ibaraki,0.0,True,0.45980093
598,oshiete_2625074_026,春日部,粕壁,kasukabe,kasukabe,0.0,True,0.510531
602,oshiete_2625074_030,青葉台,若葉台,aobadai,wakabadai,0.375,True,0.5721266
603,oshiete_2625074_031,星川,上星川,hoshikawa,jouseikawa,0.3157894736842105,True,0.4304452
604,oshiete_2625074_032,洋光台,港南台,youkoudai,kounandai,0.4444444444444444,True,0.6073356
605,oshiete_2625074_033,洋光台,本郷台,youkoudai,hongoudai,0.3333333333333333,True,0.61058736
606,oshiete_2625074_034,港南台,本郷台,kounandai,hongoudai,0.5555555555555556,True,0.5467041
607,oshiete_2625074_035,あざみ野,さがみ野,azamino,sagamino,0.26666666666666666,True,0.55961686
608,oshiete_2625074_036,鶴見,鶴間,tsurumi,tsuruma,0.14285714285714285,True,0.49495646
609,oshiete_2625074_037,二俣川,二子玉川,futamatagawa,futagotamagawa,0.3076923076923077,True,0.42624146
610,oshiete_2625074_038,鴨志田,鴨居,kamoshida,kamoi,0.5714285714285714,True,0.2419546
611,oshiete_2625074_039,獅子ケ谷,市ヶ谷,shishiketani,ichigaya,0.8,True,0.16816884
612,oshiete_2625074_040,菅田,杉田,sugata,sugita,0.16666666666666666,True,0.24534099
613,oshiete_2625074_041,井土ケ谷,保土ヶ谷,idoketani,hodogaya,0.8235294117647058,True,0.5325789
617,oshiete_2625074_045,市沢町,三ツ沢,ichisawamachi,santsusawa,0.8695652173913043,True,0.4409441
618,oshiete_2625074_046,津田山,津田沼,tsudayama,tsudanuma,0.2222222222222222,True,0.3226462
620,oshiete_2625074_048,つつじヶ丘,美しが丘,tsutsujikeoka,utsukushigaoka,0.5185185185185185,True,0.43355608
621,oshiete_2625074_049,西横浜,新横浜,nishiyokohama,shinyokohama,0.24,True,0.4734315
624,oshiete_2625074_052,大和,横浜,yamato,yokohama,0.8571428571428571,True,0.3464563
626,oshiete_2625074_054,茅ヶ崎,横浜,chigasaki,yokohama,0.9411764705882353,True,0.6107585
634,nikkan_spa_1687418_001,神奈川県,葛飾区,kanagawaken,katsushikaku,0.782608695652174,True,0.4911956
636,nikkan_spa_1687418_003,江戸川橋,江戸川,edogawahashi,edogawa,0.5263157894736842,True,0.46961352
638,nikkan_spa_1687418_005,竹橋,竹芝,takebashi,takeshiba,0.4444444444444444,True,0.467114
639,nikkan_spa_1687418_006,千束,千石,senzoku,sengoku,0.14285714285714285,True,0.28819132
639,nikkan_spa_1687418_006,センゾク,センゴク,senzoku,sengoku,0.14285714285714285,True,0.20346686
644,dreamshizuhama_415_001,大庭,大島,ooba,ooshima,0.7272727272727273,True,0.36721814
646,ameblo_asa0473718718_002,洗足,千束,sensoku,senzoku,0.14285714285714285,True,0.208905
650,ohanashi_yokota_blog_001,乗り,降り,nori,ori,0.2857142857142857,True,0.35327396
663,ms_office_telephone_001,イチ,シチ,ichi,shichi,0.4,True,0.17963232
664,ms_office_telephone_002,イチ,ハチ,ichi,hachi,0.4444444444444444,True,0.12584582
665,ms_office_telephone_003,シチ,ハチ,shichi,hachi,0.36363636363636365,True,0.17653258
666,ms_office_telephone_004,ム,ヌ,mu,nu,0.5,True,0.51659375
667,wineya_4935919080255_001,アンティス,アンデス,anteisu,andesu,0.3076923076923077,True,0.020536916
669,jimu_cho_hospitality_202303_001,タキソール,タキソテール,takisooru,takisoteeru,0.3,True,0.5485708
673,yukarionishi_linkedin_001,ボーイスカウト,暴走族,booisukauto,bousouzoku,0.7619047619047619,True,0.3315987
674,tinectjp_87287_001,賃金,ちんちん,chingin,chinchin,0.26666666666666666,True,0.0860414
677,diezblog_001,法務,ホーム,houmu,hoomu,0.2,True,0.110276274
