MishearID,Src,Tgt,Tips,Note,OriginalFlag,DocID,URL,Language,Tags,Envs
komachi367676_013,piece,piss,イタリア人の母音発音に注意,「ピース」が下品な言葉に聞こえる,True,komachi367676,https://komachi.yomiuri.co.jp/topics/id/367676/,英語,"['外国語', '発音', '聞き間違い', '英語', '非母語話者']","['家庭', '海外旅行']"
komachi367676_014,ATAMI,TATAMI,発音に注意,熱海（ATAMI）と畳（TATAMI）の聞き間違い,True,komachi367676,https://komachi.yomiuri.co.jp/topics/id/367676/,日本語/英語,"['外国語', '発音', '聞き間違い', '日本語', '英語', '非母語話者']","['家庭', '海外旅行']"
komachi367676_015,チケット（トゥア）,体を売りにきた,タイ語の声調に注意,声調ミスで意味が大きく変わる,True,komachi367676,https://komachi.yomiuri.co.jp/topics/id/367676/,タイ語,"['外国語', '発音', '聞き間違い', 'タイ語', '非母語話者']","['職場', '海外旅行']"
komachi367676_016,帽子（ムアック）,鼻（ジャムーク）,タイ語の単語に注意,単語の聞き間違い,True,komachi367676,https://komachi.yomiuri.co.jp/topics/id/367676/,タイ語,"['外国語', '発音', '聞き間違い', 'タイ語', '非母語話者']","['タクシー', '海外旅行']"
komachi367676_017,ビール（ビエール）,エビアン,フランス語の発音に注意,「ビール」が「エビアン」に聞こえる,True,komachi367676,https://komachi.yomiuri.co.jp/topics/id/367676/,フランス語,"['外国語', '発音', '聞き間違い', 'フランス語', '非母語話者']","['レストラン', '海外旅行']"
komachi367676_018,ショコラ・ショー,レ（牛乳）,発音に注意,「ショコラ・ショー」が「レ（牛乳）」に聞こえる,True,komachi367676,https://komachi.yomiuri.co.jp/topics/id/367676/,フランス語,"['外国語', '発音', '聞き間違い', 'フランス語', '非母語話者']","['レストラン', '海外旅行']"
komachi367676_019,カプチーノ,カップ・オブ・ティー,発音に注意,「カプチーノ」が「カップ・オブ・ティー」に聞こえる,True,komachi367676,https://komachi.yomiuri.co.jp/topics/id/367676/,英語,"['外国語', '発音', '聞き間違い', '英語', '非母語話者']","['レストラン', '海外旅行']"
komachi367676_020,コロナ（ビール）,コーラ,発音に注意,「コロナ」が「コーラ」や「コナ（地ビール）」に聞こえる,True,komachi367676,https://komachi.yomiuri.co.jp/topics/id/367676/,英語,"['外国語', '発音', '聞き間違い', '英語', '非母語話者']","['レストラン', '海外旅行']"
komachi367676_021,四（si）,十（shi）,中国語の発音に注意,「四」と「十」の聞き間違い,True,komachi367676,https://komachi.yomiuri.co.jp/topics/id/367676/,中国語,"['外国語', '発音', '聞き間違い', '中国語', '非母語話者']","['店舗', '海外旅行']"
komachi367676_022,画像処理（カジョウショリ）,課長処理,香港人の発音に注意,「画像処理」が「課長処理」に聞こえる,True,komachi367676,https://komachi.yomiuri.co.jp/topics/id/367676/,日本語,"['外国語', '発音', '聞き間違い', '日本語', '非母語話者']","['職場', '海外旅行']"
komachi367676_023,大分（おおいた）,ダイブン,発音に注意,「大分」が「ダイブン」に聞こえる,True,komachi367676,https://komachi.yomiuri.co.jp/topics/id/367676/,日本語,"['外国語', '発音', '聞き間違い', '日本語', '非母語話者']","['職場', '海外旅行']"
komachi367676_024,le mort,la mort,フランス語の名詞の性に注意,「死者」と「死」の混同,True,komachi367676,https://komachi.yomiuri.co.jp/topics/id/367676/,フランス語,"['外国語', '発音', '聞き間違い', 'フランス語', '非母語話者']","['学校', '海外旅行']"
komachi367676_025,Turn right here,右折,英語表現の多義性に注意,右と左の混同 (Tgt=NA: 意味的誤解),True,komachi367676,https://komachi.yomiuri.co.jp/topics/id/367676/,英語,"['外国語', '発音', '聞き間違い', '英語', '非母語話者']","['車内', '海外旅行']"
komachi367676_026,夫（おっとさん）,お父さん,日本語の発音に注意,「夫」が「お父さん」に聞こえる,True,komachi367676,https://komachi.yomiuri.co.jp/topics/id/367676/,日本語,"['外国語', '発音', '聞き間違い', '日本語', '非母語話者']","['家庭', '海外旅行']"
komachi367676_027,SPAM（缶詰ハム）,sperm（精子）,発音に注意,「スパム」が「スパーム」に聞こえる,True,komachi367676,https://komachi.yomiuri.co.jp/topics/id/367676/,英語,"['外国語', '発音', '聞き間違い', '英語', '非母語話者']","['店舗', '海外旅行']"
